1 | 2.29467
2 | -0.283583
3 | -273.011
4 | -200.713
5 | -136.537
6 | 7628.22
7 | -10898.8
8 | -4637.99
9 | -2221.17
10 | 784.281
11 | 442.159
12 | 324.862
13 | 242.339
14 | -477.062
15 | -2.88159
16 | -2.04668
17 | -1.30478
18 | -1.23327
19 | -1.2238
20 | -1.22364
21 | -1.22364
22 | -1.22364
